Position	Beta1
1291	-0.094689
1539	-0.004271
2581	1.465555
2663	1.478454
5919	0
7143	0
8498	0
9298	0
11565	0
13119	2.288553
13271	2.288553
16516	0
17067	0
19754	0
21159	1.264414
21328	1.085424
21501	2.031688
21547	2.031688
22494	0
23126	0
25046	1.814894
25186	1.757926
27215	0
28176	7.86625
28375	8.834506
28386	8.834506
28483	4.406767
28501	7.188225
28546	8.834506
29212	0
29852	3.019693
29920	3.954551
29946	5.055857
29969	2.016022
29994	5.326536
30039	3.019693
30040	3.019693
30067	5.258899
30848	8.349441
30881	7.834274
30886	8.272238
30905	7.785964
30931	8.272238
30946	8.349441
31060	6.938902
32059	0.105397
32222	1.090923
32639	2.394237
32746	-0.193819
32846	2.383223
34692	0
37184	0.316836
37619	0.047996
38678	2.914137
38681	2.707461
38962	2.654236
39675	0.251195
39863	0.54176
40227	0.428161
41462	1.375844
41616	1.2625
44309	0.481475
44503	1.24751
44652	2.4
44901	4.05011
45038	9.21521
45111	7.210196
45214	2.616553
45229	5.823769
45309	5.091137
45457	14.567225
45473	14.758082
45501	14.758082
45527	14.758082
45627	13.190904
45818	12.570432
45873	12.570432
45886	2.684186
45916	12.570432
45957	12.570432
46796	2.145172
46942	2.105779
46947	2.046916
47191	2.509441
47730	9.823563
47863	1.086398
47933	12.768574
47964	4.355314
47980	11.824871
47988	4.219779
47989	12.988434
48004	12.988434
48007	12.988434
48078	12.988434
48414	11.896367
48465	17.698608
48726	23.820582
48731	23.820582
48733	23.820582
48777	23.820582
48806	23.820582
48812	23.820582
48828	23.820582
48840	23.820582
48906	23.692858
48928	23.820582
48962	23.820582
48979	22.27234
48982	22.27234
48992	22.27234
49184	22.27234
49196	13.004803
49368	1.976393
49788	0.820607
50686	0.009034
51125	1.501283
51184	0.684729
51222	1.580488
52760	2.628306
52939	6.478958
53053	7.285584
53059	7.285584
53106	7.936933
53230	5.567095
53315	8.767175
53318	2.001376
53563	4.021627
53711	1.385695
54157	1.808886
54158	1.808886
54695	4.447942
54767	4.447942
54769	4.447942
54916	3.586548
54939	2.438892
57108	2.791259
57308	1.462095
57550	3.328245
57573	5.480515
57606	5.768612
57859	9.021993
58022	8.330054
58045	2.838528
58118	6.907718
58164	7.108311
58218	6.740541
58305	6.484563
58449	2.700687
58780	1.751175
58857	1.676308
59502	3.511307
59564	4.392738
59698	4.41397
59900	6.041316
60027	4.71495
60260	4.764213
60332	5.062804
60532	2.351396
60537	2.967502
61818	0
63065	0
63725	1.979291
63818	0.60499
64131	2.074689
72052	0.048377
72344	-0.121768
73141	1.008318
73195	0.874291
75449	8.059421
75607	0.951098
75617	0.951098
75658	2.367449
75664	9.98254
75665	9.678392
75666	5.751622
75667	8.380425
75734	10.316668
75973	7.960096
76440	-0.148328
77163	0
78173	1.694253
78247	1.623599
78805	0
80070	-0.048326
80279	-0.077403
81220	2.120334
81233	2.151503
81959	1.370573
82447	3.587271
82602	4.440056
83042	2.288553
84030	0
84577	0
86702	0
88478	0.022523
88479	1.916962
88480	2.406667
88481	2.148881
89314	0
89846	3.371956
90047	7.370379
90104	6.323645
90468	9.148668
90524	9.639795
90943	8.875207
90952	10.28706
91254	6.226423
91255	6.226423
92449	0.486165
92741	0.786403
94975	1.840975
95264	1.840975
96413	1.495067
96418	2.324625
96747	4.617189
97082	1.663346
97084	1.659266
97132	1.554989
97142	1.85519
97174	2.823988
97633	0.626788
97797	4.925289
97962	4.963946
97995	5.215369
98211	-0.334357
98255	5.402601
98825	2.890597
98829	2.890597
98911	2.257259
99068	0.23738
100542	5.978692
100552	5.978692
100623	5.659221
100625	7.037548
100631	7.037548
100741	6.844831
101090	5.528849
101312	1.046847
102047	0
103453	3.929303
103655	11.133608
103774	16.762436
104009	24.40179
104057	24.40179
104102	24.330252
104111	21.419732
104191	21.916746
104257	23.988356
104270	23.988356
104283	22.151655
104287	22.151655
104361	22.151655
104374	22.151655
104493	22.151655
104559	-0.374573
104692	12.214253
105021	4.580481
105471	9.38537
105475	9.38537
105907	1.814214
105927	16.968574
105944	16.968574
105949	16.968574
106017	13.244716
106176	13.244716
106181	13.244716
106231	13.244716
106275	13.244716
107248	1.324953
107457	2.893237
107898	1.749218
112284	0
112848	11.135396
112894	13.387597
112991	26.695218
113231	23.142347
113311	27.378742
113326	26.695218
113339	27.378742
113365	21.392081
113404	21.842699
113405	23.375847
113412	23.375847
113413	22.284393
113461	19.812864
113483	23.375847
113485	23.375847
114068	7.447716
114115	7.447716
114123	7.447716
114262	7.447716
114336	7.447716
115769	4.313938
115913	5.122957
115956	6.758738
115989	6.758738
116003	6.758738
116199	3.576902
116883	1.359915
116982	-0.140555
117117	6.633381
117128	6.469767
117145	6.469767
117412	5.975692
117917	1.814527
118016	1.892045
119242	0
120254	5.12709
120317	4.885546
120333	3.429224
120343	5.12709
120344	5.12709
120396	-1.224079
120419	5.12709
120579	5.12709
121506	0
122039	2.205764
122178	4.567333
122548	4.944243
122590	5.345781
122606	5.399267
122630	5.345781
123411	0.320396
123483	1.396562
123556	1.348661
124626	0
125985	0.20276
126123	1.942887
126244	1.921685
128994	5.868048
129221	8.260375
129271	5.083539
129306	0.224491
129311	5.083539
129349	7.356448
129444	7.356448
129457	7.356448
129553	5.868048
130869	0
131655	1.064778
131676	0.691108
131958	1.036226
132483	1.623599
132955	3.814587
133336	1.967522
133788	4.03372
133845	5.181426
133863	5.181426
133895	5.181426
133974	5.181426
134251	-1.058108
134298	4.114515
134906	0.789264
135251	1.267047
135563	1.767402
135614	1.537755
135615	6.781288
135643	9.681603
135776	9.912214
135822	9.899139
135856	4.966141
135972	10.367091
136065	10.517662
136123	8.378898
136130	9.617828
136466	1.095291
136716	0.071421
136788	1.265782
136790	3.219349
137252	-0.487056
137275	1.535213
137468	0.901251
138148	9.36851
138233	9.353579
138238	3.1734
138269	3.273626
138408	10.345084
138420	13.505709
138429	7.449078
138470	3.229223
138473	5.799544
138531	11.16414
138533	11.260517
138560	3.927951
138561	3.927951
138597	2.027212
138726	13.2617
138900	9.004249
138906	2.933848
138978	3.234029
138979	3.394583
139073	3.772646
139119	5.714236
139122	5.714236
139212	0.879818
139235	1.391865
139371	1.428782
139537	2.534769
139822	6.034773
139848	2.620189
140032	5.149746
140091	4.49998
140174	0.691264
140278	4.597965
140386	3.77625
140394	4.946254
140426	2.196902
140533	0.542606
141111	1.122267
141229	1.768684
141323	0.98076
141356	0.631756
141477	2.197793
141681	4.244794
141709	9.103349
141712	7.40861
141855	2.313926
141896	9.626698
141923	9.630536
141928	9.630536
141951	8.865548
141952	8.865548
141954	8.865548
142023	10.527075
142054	10.748026
142164	3.265282
142170	3.265282
142174	1.446048
142226	7.968092
142432	4.984335
142530	3.87455
143111	0
143750	1.756653
143874	2.002304
143925	2.26935
143993	3.321311
144427	3.478681
144670	4.178158
144680	3.002532
144945	6.931219
144952	6.931219
145052	3.937658
145212	6.798083
145326	5.211781
145339	8.742743
145535	10.603452
145617	8.852406
145694	2.820208
145890	9.440632
145925	4.727498
145927	9.525145
145966	9.525145
146120	9.42691
146178	11.372483
146320	7.338325
146345	7.338325
146398	7.281301
146413	7.000622
146511	5.750527
146585	6.439335
146611	5.750527
146617	5.824505
146620	2.769253
146621	5.403486
146625	5.403486
147178	5.637503
147186	0.686413
147195	3.982179
147274	5.637503
147383	3.982179
147440	3.982179
147647	2.904771
147649	2.904771
148125	1.724062
148127	1.724062
148748	0
149803	2.272948
149847	2.272948
150012	3.506312
150027	3.506312
150167	2.493981
150439	1.732654
150457	4.14733
150465	-0.093632
150704	0.221389
153397	0.360278
153459	0.350503
153934	0.385312
154960	1.049398
154986	1.091487
155769	0.044728
156030	0.763038
156485	3.51821
156585	3.393873
156771	2.346634
156956	1.111943
157021	1.236634
157125	1.361325
157878	0.552085
157988	0.729796
158200	0.64365
158608	1.746359
158968	1.746143
159718	0
163644	0
167731	-0.142447
168017	-0.19073
171516	0
173754	0
177248	0
178351	0
179850	2.128787
179881	1.984105
179935	1.211437
180155	1.529269
180452	-0.256486
180671	0.990367
180740	1.100785
182210	9.36928
182221	9.36928
182348	9.393622
182642	11.332143
182672	11.513956
182673	4.911345
183087	7.13993
183586	1.962863
186566	0
188960	2.019361
189222	1.962863
190544	10.470072
190547	10.470072
190548	10.470072
190799	-1.079968
190847	14.601822
190860	14.601822
191042	14.601822
191112	7.740675
191273	8.203434
191917	4.09537
192180	4.276329
192181	4.276329
193234	1.394005
193642	1.788316
193714	1.984848
193721	1.984848
193857	1.404167
193959	1.582923
194547	0
195087	1.065797
195380	0.903008
195950	-0.1882
196146	-0.163632
197111	0.797479
197538	1.034108
199677	0
200552	0
203679	0
206325	0
208099	0
210376	0.604773
210836	-0.201297
210874	0.803689
213403	0
215360	-0.084774
215732	0.801149
215990	0.883654
215993	0.883654
216206	0.883654
216708	0.141974
216835	1.717526
217318	2.345205
217342	0.017801
217715	4.23954
217925	3.853566
218026	4.020247
218089	4.627589
218102	5.895238
218106	3.880258
218144	7.162887
218577	8.737599
218602	7.469951
218608	6.338244
218926	5.070595
218929	5.070595
221681	2.77044
221877	2.77044
222023	3.46305
222025	3.46305
222176	4.848269
222397	4.155659
222589	2.77044
222594	2.77044
222721	2.07783
223801	-0.247793
224079	0.510746
224108	0.532077
225358	2.159271
225398	2.159271
225640	2.159271
225646	2.159271
226291	0.719757
226710	5.758055
226815	6.322617
226869	6.322617
226888	6.322617
226890	6.322617
227082	7.042374
227127	7.042374
227134	7.042374
227250	6.322617
227251	6.322617
227297	-1.305123
227557	3.443589
228778	1.538223
229075	1.41127
230460	0.702957
230706	3.791919
230766	1.819435
230774	3.791919
230820	3.029561
231458	1.95859
231461	1.853797
231901	0.997676
232328	0.785393
232383	1.277875
232586	5.822214
232587	0.644994
232588	1.597041
232589	4.833
232590	4.833
232591	4.833
232702	1.573391
233207	0
233934	0.699589
234174	0.563204
234890	0.013298
235085	0.110344
238993	0
240200	0
240999	-0.004201
241437	3.797754
241520	-0.004201
243854	0.398379
243881	0.641709
244952	0
246626	0
248740	1.389295
248743	3.046085
248876	4.175622
248893	4.175622
249054	-0.918274
249369	1.969993
249633	-0.1904
250313	0
251306	0
252020	0
253030	0
256412	1.334533
256909	6.900966
256986	6.527041
256997	6.527041
257026	5.075441
257421	2.669482
258074	0
260034	1.750266
260082	1.752967
261471	0.085733
261644	-0.016811
262463	0
263415	0
264033	0
268714	0
269571	4.577107
269605	4.577107
269620	4.577107
270689	0
271380	0.787576
271634	1.695078
271932	7.135691
272157	4.20317
272165	8.834055
272169	8.739811
272353	9.508613
272517	9.826176
272624	9.173324
272743	7.363997
272745	7.363997
272934	5.693013
272945	6.122265
273616	0
274309	3.647455
274462	3.647455
274473	3.647455
276922	1.891275
277157	0.888878
277354	4.774541
277584	3.564016
277813	4.67192
277911	3.719119
278409	4.558629
278450	2.737567
278491	0.752697
278630	5.598396
278715	5.015191
279017	3.463441
281572	1.282219
281613	1.282219
281697	1.364903
281938	2.993237
281981	2.033768
282304	1.352312
282321	1.874315
282712	0.034073
282955	0.479687
283621	5.795452
283641	5.976342
283646	5.976342
283671	5.976342
283687	5.976342
283688	5.976342
283763	-0.891353
284741	1.454403
285113	1.434391
285619	0.416477
285773	2.30892
286075	2.30892
287136	1.61836
287148	1.61836
287374	1.132931
287485	3.075545
287682	3.383066
287824	8.70358
288210	7.207899
288243	7.207899
288245	7.207899
288426	1.402888
288464	4.3607
289098	5.456275
289128	5.456275
289130	5.456275
289139	6.892505
289633	1.215203
289700	-0.217209
290125	2.75707
290234	-0.029601
291227	11.017834
291230	12.052598
291232	12.052598
291294	12.052598
291338	12.052598
291352	11.395107
291366	9.036531
291448	10.048441
291640	8.471747
291641	7.389176
291962	3.413154
293264	0
294212	0
296047	0.720702
296167	-0.042815
301877	2.316608
301909	1.329548
302004	3.094986
302007	2.015621
302021	2.995928
302312	1.844474
304375	0.155626
304476	-0.030277
305676	1.156699
306111	1.956516
306114	1.884631
306832	0.235195
306998	-0.723199
307010	0.17504
307023	3.745638
307059	0.109546
307145	3.745638
307160	3.428794
307186	3.745638
308976	0.130975
309217	0.273587
309321	2.189724
309732	-0.249112
309751	6.419188
309884	4.439334
309896	4.284031
309989	2.613266
310340	-0.125655
310449	0.816538
311859	2.252911
312037	1.768002
312086	2.252911
313384	0
315307	5.783697
315503	7.871395
315541	7.871395
315676	7.310279
315862	5.858509
315940	4.843217
317201	2.331092
317474	0.911553
317494	3.174312
317524	3.23049
318745	-0.101789
319240	4.977271
319329	5.636786
319400	4.906149
319572	5.636786
319703	-0.507099
320144	1.44599
320159	1.416543
323743	0.113697
324028	0.643541
324260	0.463634
326183	-0.04153
326486	0.90622
326758	-0.026121
327187	4.7849
327260	1.979367
327276	4.715105
327278	4.715105
327280	4.376748
327294	4.715105
327636	4.401017
328198	5.362355
328239	5.362355
328401	8.331631
328494	10.122182
328788	12.796325
328789	12.945826
328965	12.214835
329187	5.672691
329188	10.897705
329213	11.275003
329237	11.275003
329376	10.36769
329819	3.022194
329848	2.827029
330456	1.13298
330589	0.493572
331018	2.351424
331060	0.819
332501	1.734593
332706	-0.814511
332733	1.690008
332803	3.31569
332808	3.31569
332810	3.439375
333126	2.039798
333414	0.279179
334548	1.741119
334601	2.673694
334831	1.807859
336465	4.895853
336561	5.916723
336658	3.171736
336663	4.411447
336692	6.371738
336728	7.041444
336889	8.561109
336963	6.14848
336995	9.165727
337016	7.888483
337350	5.207015
337859	4.914094
337864	5.21686
337870	5.095806
338082	4.914094
338779	2.541144
338989	2.541144
338997	2.541144
339012	1.713158
340057	0.212644
340331	4.742428
340360	0.716394
340397	4.742428
340671	4.510708
341232	1.651558
341504	1.539868
343657	0
345369	0
347028	1.951048
347030	3.280504
347031	3.279941
348592	0.161705
348913	2.721493
349224	2.050339
349484	0.313077
349821	2.167468
349851	4.00654
349861	4.00654
349886	3.348149
351075	0
352587	7.517554
352602	7.517554
352647	7.517554
352665	6.777013
352945	7.980563
353273	0.688169
353289	0.211302
353451	0.429782
357302	0.120737
357447	-0.082954
357868	4.59419
358097	4.225979
358106	4.232178
358288	4.024744
359128	1.793093
359181	1.807886
