Position	Beta1
1481	0.39942
1699	2.361541
1858	2.370241
1859	1.933352
1999	1.540448
2582	1.82623
2653	1.705127
2876	0.873336
3149	1.027971
3178	2.759677
3207	2.759677
3267	2.046079
3402	1.285142
4001	0
7611	0
8220	0
14229	0.787158
14593	0.619718
20996	0
22096	0
23355	0
29497	1.79087
29674	1.103772
29980	1.779645
30484	0
31476	2.919674
31477	2.61851
31478	0.34
31591	5.96362
31609	5.96362
32014	4.411529
32589	-0.067385
32767	0.290856
33786	3.19798
33927	3.243913
34217	2.435273
37319	0
37971	10.003351
38023	10.003351
38117	10.003351
38183	10.003351
38184	10.003351
38185	10.003351
38232	1.249431
42018	0.158502
42059	1.956205
42066	1.936613
42077	0.267935
43346	0
43897	0
44630	0
46879	0
47994	2.049126
48000	3.150215
48051	2.169726
48306	3.150215
48813	0.573246
48919	1.350787
48995	2.288391
49227	0.56045
49870	0
52834	0
53474	3.774981
53495	6.436864
53571	4.936111
53784	5.529967
53810	6.537355
53827	6.429125
53837	6.459984
53843	7.868043
53874	1.578854
54125	4.998332
55489	0
56000	1.176345
56076	0.679398
56232	2.401695
56233	2.401695
59469	4.804481
59514	4.653764
59671	5.196997
59711	6.251044
60097	6.381702
60413	5.319492
60537	5.319492
60816	3.647455
61402	0.332571
61679	3.324111
61841	3.286191
61947	3.495765
62790	0
63409	1.823727
63795	1.823727
65446	0
66568	2.482269
66618	2.726048
66867	4.13457
66899	2.80293
66944	2.131749
67038	2.755233
67276	6.32734
67396	2.951979
67463	4.770096
67595	1.140158
67626	4.774331
67696	5.440423
68069	2.378451
69335	0
70094	0
70928	0
71767	0
72509	0.861068
72684	0.316694
72941	2.97145
72945	2.97145
73145	2.753043
73183	3.040013
73285	-0.655689
73383	3.402462
73421	3.402462
73428	3.402462
74870	0
75717	3.657333
75812	3.657333
75818	3.654144
75824	3.654144
75857	3.654144
75898	3.654144
75955	2.03161
75994	3.654144
75995	3.654144
76143	2.013429
78683	0
79756	3.424887
79847	3.421403
80098	3.412349
80120	5.411923
80403	2.323221
81616	3.637517
81617	3.637517
81939	3.637517
82528	0
83540	9.342332
83952	12.749173
83971	12.749173
83972	12.749173
83973	12.749173
83976	12.749173
83984	12.749173
83992	12.749173
84018	12.749173
84050	11.503479
84364	13.50787
84619	2.088564
84672	3.455421
84910	1.644271
84950	1.389602
84976	2.669441
85077	2.393142
85362	2.945026
85504	0.417123
85517	0.417123
88503	0
89135	0.773605
89408	0.701476
89441	0.847767
89476	1.7215
90048	0
90941	0
91929	-0.10509
91931	0.279895
92444	0.465867
92589	0.127213
92906	-0.049196
93264	3.024052
93418	2.04245
93472	2.04245
94023	1.161647
94052	1.161647
94135	0.359617
94234	-0.735436
94640	2.404477
94642	2.404477
94663	2.404477
95481	0.684163
95604	-0.111228
95906	-0.095596
96628	0
97734	1.267818
98037	-1.351014
98073	7.200026
98285	5.980745
98288	5.980745
98295	5.980745
98308	5.980745
98319	5.980745
98568	0.26993
98827	2.351424
99282	1.162629
99447	0.273401
99860	0.79172
100001	0.071606
101056	1.302888
101245	1.345036
102166	2.673694
102462	6.535053
102539	7.671531
102690	6.273782
102827	8.562335
103138	-0.45965
103226	2.215757
104052	-0.098
104367	-0.08533
105054	0
107644	2.012885
108010	2.010336
108295	1.232901
108569	2.623258
108675	2.623258
108678	2.623258
109335	0
110645	14.606702
110823	14.606702
110860	12.933205
110899	15.070071
110975	15.070071
111043	15.070071
111072	15.070071
111078	15.070071
111090	15.070071
111678	8.459547
111717	8.050639
111807	10.158042
111808	7.528996
111813	9.918325
111837	10.319958
111911	11.84525
112007	4.753563
112064	5.503131
112066	5.503131
112118	11.0564
112155	11.948045
112157	5.248475
112205	5.051073
112272	10.43616
112283	10.47162
112432	6.988986
112479	4.12136
112481	6.988986
112582	6.287781
112593	6.114642
112785	6.536716
112818	6.536716
112872	7.397937
112910	8.259158
113001	6.998471
113057	-0.403684
113250	6.761387
113332	5.494808
113392	4.521711
113424	3.66049
113690	2.036558
113828	2.656742
113871	1.403312
113947	2.851686
114278	0.681541
115028	0
115804	0
116497	1.70804
116812	3.373141
117199	1.769542
117376	2.762405
117384	2.762405
117813	0.085104
118320	0
121942	2.568948
122090	0.970992
122236	4.394504
122258	4.389119
122259	4.389119
122287	5.576538
122489	0.918738
122773	0.952256
123622	2.754217
123632	2.754217
123638	2.754217
123663	2.754217
123697	2.754217
123712	2.754217
123901	0.719947
124737	2.190708
125028	3.689959
125130	3.925795
125187	6.297547
125237	6.297547
125397	5.34651
125460	4.764799
125468	4.074172
125630	3.851392
126111	2.605598
126241	3.027066
126448	2.856457
126589	4.21296
127601	3.304565
127927	4.201046
128092	5.487407
128406	16.713598
128674	12.339684
128705	12.995663
128710	8.678547
128712	12.995663
128738	12.995663
128772	12.995663
128814	9.400736
130215	1.782218
130239	3.176298
130278	5.058865
130733	3.048581
130891	1.596701
131771	0.903008
132083	1.026361
132563	3.828201
132574	3.828201
132594	3.95718
132605	3.95718
135137	0
135812	9.280752
135821	9.069183
135842	9.280752
135940	9.280752
135947	9.280752
136055	11.379338
136067	8.909134
136084	1.075258
136508	11.762733
136595	10.731928
136601	10.364383
136658	10.364383
136713	8.112326
136729	10.364383
136732	10.364383
136766	7.509087
136793	9.165251
136806	6.479035
136857	6.739189
136887	10.059389
136899	7.430582
136941	9.165251
137801	1.546447
138093	1.503926
139182	3.987964
139237	5.440334
139356	5.87157
139663	2.441106
139736	5.925086
139851	2.200777
139999	2.74228
140135	2.74228
140139	2.039627
141474	0.822003
141761	2.411526
141763	0.959192
141932	4.208041
141982	1.733867
142208	1.068685
