Position	Beta1
376	6.040553
416	5.217017
451	5.927993
611	2.044425
634	1.795961
740	6.614156
828	9.280849
911	1.987357
1195	5.385977
1196	5.803678
1387	2.32274
1417	1.268424
1432	1.268424
4674	-0.071459
4950	-0.094058
5819	0
6643	0
7941	0
8607	0
13372	0
15538	0
19145	0
19687	0.613591
20069	0.64238
21265	0.385312
21440	0.208238
26887	0
28245	0.161705
28740	0.56999
31007	1.539868
31288	1.651558
32069	0
34112	0
34695	0
35324	0
39012	0.085056
39017	1.027801
42035	0.287776
42358	3.497204
42430	1.880672
42745	5.494276
42802	5.78095
42806	5.176564
42842	2.78497
42863	3.836832
42892	3.932341
43047	1.665156
43098	1.459107
43645	3.997909
43829	4.095298
44085	5.440334
44218	1.316025
44265	1.316025
44395	1.290693
44811	-0.148311
45149	-0.160536
45396	0.50665
45409	0.408231
46600	0.145239
46832	0.145239
48558	1.82656
48574	1.82656
50740	1.549705
51033	2.488857
51038	2.488857
51108	1.549705
51117	2.664029
51169	2.489354
51956	0
54653	0
57777	8.365939
57863	10.431409
57875	9.949896
58050	10.431409
58107	8.782619
58289	7.987032
58339	4.214587
59247	0
60874	1.82656
60935	1.82656
61470	0
62089	0
65810	1.054128
65970	2.576876
66178	3.867908
66239	3.867908
66420	1.159531
66596	3.432528
68608	3.900017
68645	3.900017
69007	4.955238
69455	1.746143
70538	0
73388	-0.164296
73501	-0.114193
74347	1.574599
74454	1.734526
75946	3.743674
75949	3.671756
76068	3.80785
77860	0.473199
77973	0.531224
79306	0.649729
79382	1.910673
79384	1.910673
80013	1.642152
80276	2.966684
80303	0.978314
80521	1.468445
81000	0.217524
81117	0.494324
81135	0.583127
81190	1.205828
81336	0.910812
81668	0.513326
81670	-0.095339
82252	1.305174
82362	0.195061
85180	4.248573
85270	5.350563
85367	5.956234
85369	4.661472
85370	4.661472
85374	5.956234
85501	1.761004
86236	0
86974	0
88619	0
89284	0
90767	0
91404	0.241028
91438	0.241028
91660	1.816065
92110	1.936057
92126	0.878716
92159	0.300951
92176	1.815543
92212	1.815543
92218	0.875803
92964	0
93593	0.082364
94027	2.853546
94324	1.367912
94385	3.036199
94802	2.404608
94827	1.285549
96618	-0.191031
97041	0.165448
97411	1.785339
97800	1.796609
98240	1.561671
98552	2.389871
98958	4.99047
99125	3.61693
99406	4.873
99418	4.873
99581	-0.764123
99788	2.360859
100480	0
101898	-0.092848
102113	1.090587
102600	1.492629
102694	0.654736
102962	1.318242
103933	0
104524	0.458529
104959	2.896181
105051	2.707048
105430	8.937246
105439	3.055211
105695	7.824028
105795	5.799811
105831	7.824028
105877	7.61061
105881	3.574695
106640	0
108423	0
114052	0.439899
114319	0.479806
114746	2.816846
114841	2.074114
114924	1.885198
115007	2.788454
115102	2.788454
115257	1.820654
115969	-0.193908
116167	0.252115
116477	-0.193908
117223	6.376121
117407	6.523597
117446	6.523597
117497	8.160026
117596	15.38471
117966	17.034919
117974	16.266484
118058	15.788723
118080	15.292432
118095	15.292432
118165	9.117115
118268	15.532111
118292	15.872376
